generation,name,tier,type_1,type_2,roles,hp,attack,defense,special_attack,special_defense,speed
9,Cresselia,RU,Psychic,-,bulky_pivot;choice_user;defensive_pivot;physical_wall;revenge_killer;setup_sweeper;speed_control,120,70,110,75,120,85
9,Cyclizar,RU,Dragon,Normal,defensive_pivot;hazard_remover;pivot;special_tank;stallbreaker;support,70,95,65,85,65,121
9,Deoxys-Defense,RU,Psychic,-,defensive_pivot;pivot;status_spreader;support,50,70,160,70,160,90
9,Diancie,RU,Rock,Fairy,bulky_pivot;hazard_setter;lead;setup_sweeper;special_attacker;special_wall;support;trick_room_setter,50,100,150,100,150,50
9,Ditto,RU,Normal,-,choice_user;revenge_killer;special_attacker;speed_control,48,48,48,48,48,48
9,Empoleon,RU,Water,Steel,bulky_pivot;defensive_pivot;hazard_setter;lead;pivot;special_wall;support,84,86,88,111,101,60
9,Entei,RU,Fire,-,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,115,115,85,90,75,100
9,Espeon,RU,Psychic,-,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,65,65,60,130,95,110
9,Feraligatr,RU,Water,-,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,85,105,100,79,83,78
9,Flamigo,RU,Flying,Fighting,choice_user;defensive_pivot;physical_attacker;pivot;revenge_killer;speed_control,82,115,74,75,64,90
9,Flygon,RU,Ground,Dragon,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;pivot;revenge_killer;setup_sweeper;speed_control;wallbreaker,80,100,80,80,80,100
9,Forretress,RU,Bug,Steel,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;pivot;support,75,90,140,60,60,40
9,Froslass,RU,Ice,Ghost,hazard_setter;lead;status_spreader,70,80,70,80,70,110
9,Gallade,RU,Psychic,Fighting,choice_user;physical_attacker;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;wallbreaker,68,125,65,65,115,80
9,Gardevoir,RU,Psychic,Fairy,choice_user;cleric;revenge_killer;special_attacker;speed_control;support,68,65,65,125,115,80
9,Gastrodon,RU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,111,83,68,92,82,39
9,Gengar,RU,Ghost,Poison,choice_user;hazard_setter;lead;revenge_killer;setup_sweeper;special_attacker;speed_control;status_spreader,60,65,60,130,75,110
9,Gligar,RU,Ground,Flying,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader;support,65,75,105,35,65,85
9,Golurk,RU,Ground,Ghost,choice_user;physical_attacker;physical_wallbreaker;wallbreaker,89,124,80,55,80,55
9,Goodra-Hisui,RU,Steel,Dragon,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,80,100,100,110,150,60
9,Grimmsnarl,RU,Dark,Fairy,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,95,120,65,95,75,60
9,Infernape,RU,Fire,Fighting,choice_user;physical_attacker;pivot;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control,76,104,71,104,71,108
9,Jirachi,RU,Steel,Psychic,choice_user;cleric;defensive_pivot;hazard_setter;lead;physical_attacker;pivot;revenge_killer;setup_sweeper;special_attacker;speed_control;support,100,100,100,100,100,100
9,Kilowattrel,RU,Electric,Flying,pivot;special_attacker;speed_control,70,70,60,105,60,125
9,Kingdra,RU,Water,Dragon,choice_user;rain_setter;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,75,95,95,95,95,85
9,Kleavor,RU,Bug,Rock,choice_user;lead;physical_attacker;pivot;revenge_killer;setup_sweeper;speed_control,70,135,95,45,70,85
9,Klefki,RU,Steel,Fairy,bulky_pivot;hazard_setter;lead;physical_wall;status_spreader,57,80,91,80,87,75
9,Krookodile,RU,Ground,Dark,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;revenge_killer;speed_control;stallbreaker;support;wallbreaker,95,117,80,65,70,92
9,Lucario,RU,Fighting,Steel,physical_attacker;setup_sweeper;speed_control;wallbreaker,70,110,70,115,70,90
9,Lycanroc-Dusk,RU,Rock,-,choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;speed_control;wallbreaker,75,117,65,55,65,110
9,Magnezone,RU,Electric,Steel,choice_user;pivot;special_attacker;special_tank;special_wallbreaker;speed_control;wallbreaker,70,70,115,130,90,60
9,Maushold-Four,RU,Normal,-,physical_attacker;speed_control,74,75,70,65,75,111
9,Mew,RU,Psychic,-,bulky_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_attacker;speed_control,100,100,100,100,100,100
9,Mienshao,RU,Fighting,-,choice_user;defensive_pivot;physical_attacker;pivot;revenge_killer;speed_control;wallbreaker,65,125,60,95,60,105
9,Milotic,RU,Water,-,bulky_pivot;defensive_pivot;phazer;physical_wall;pivot;special_wall;support,95,60,79,100,125,81
9,Muk-Alola,RU,Poison,Dark,bulky_pivot;phazer;special_wall;support,105,105,75,65,100,50
9,Munkidori,RU,Poison,Psychic,choice_user;pivot;revenge_killer;special_attacker;speed_control,88,75,66,130,90,106
9,Necrozma,RU,Psychic,-,hazard_setter;lead;physical_attacker;setup_sweeper;special_attacker;speed_control,97,107,101,127,89,79
9,Ninetales,RU,Fire,-,cleric;sun_setter;support;weather_setter,73,76,75,81,100,100
9,Ninetales-Alola,RU,Ice,Fairy,lead;screen_setter;setup_sweeper;snow_setter;special_attacker;speed_control;support;weather_setter,73,67,75,81,100,109
9,Noivern,RU,Flying,Dragon,defensive_pivot;pivot;special_attacker;speed_control;stallbreaker;support,85,70,80,97,80,123
9,Overqwil,RU,Dark,Poison,physical_attacker;rain_setter;setup_sweeper;speed_control;wallbreaker;weather_abuser,85,115,95,65,65,85
9,Palossand,RU,Ghost,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,85,75,110,100,75,35
9,Politoed,RU,Water,-,rain_setter;trapper;weather_setter,90,75,75,90,100,70
9,Porygon-Z,RU,Normal,-,setup_sweeper;special_attacker;speed_control,85,80,70,135,75,90
9,Quagsire,RU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader,95,85,85,65,65,35
9,Raikou,RU,Electric,-,pivot;setup_sweeper;special_attacker;speed_control,90,85,75,115,100,115
9,Regidrago,RU,Dragon,-,choice_user;revenge_killer;special_attacker;speed_control,200,100,50,100,50,80
9,Registeel,RU,Steel,-,bulky_pivot;hazard_setter;lead;physical_wall;setup_sweeper,80,75,150,75,150,50
9,Reuniclus,RU,Psychic,-,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;status_spreader;support,110,65,75,125,85,30
9,Rhyperior,RU,Ground,Rock,bulky_pivot;hazard_setter;lead;setup_sweeper;special_wall,115,140,130,55,55,40
9,Ribombee,RU,Bug,Fairy,hazard_setter;lead;special_attacker;speed_control;status_spreader,60,55,60,95,70,124
9,Rotom-Heat,RU,Electric,Fire,pivot;setup_sweeper,50,65,107,105,107,86
9,Rotom-Mow,RU,Electric,Grass,choice_user;pivot;revenge_killer;setup_sweeper;special_attacker;speed_control,50,65,107,105,107,86
9,Sableye,RU,Dark,Ghost,bulky_pivot;defensive_pivot;physical_wall;status_spreader;support,50,75,75,65,65,50
9,Salazzle,RU,Poison,Fire,special_attacker;speed_control;status_spreader,68,64,60,111,60,117
9,Scrafty,RU,Dark,Fighting,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,65,90,115,45,115,58
9,Slowbro,RU,Water,Psychic,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;status_spreader,95,75,110,100,80,30
9,Slowbro-Galar,RU,Poison,Psychic,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;status_spreader;support,95,100,95,100,70,30
9,Suicune,RU,Water,-,setup_sweeper,100,75,115,90,115,85
9,Swampert,RU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;pivot;support,100,110,90,85,90,60
9,Talonflame,RU,Fire,Flying,defensive_pivot;pivot;stallbreaker;status_spreader;support,78,81,71,74,69,126
9,Terrakion,RU,Rock,Fighting,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,91,129,90,72,90,108
9,Torkoal,RU,Fire,-,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_wall;sun_setter;support;weather_setter,70,85,140,85,70,20
9,Torterra,RU,Grass,Ground,physical_attacker;setup_sweeper;speed_control,95,109,105,75,85,56
9,Toxicroak,RU,Poison,Fighting,physical_attacker;setup_sweeper;speed_control;wallbreaker,83,106,65,86,65,85
9,Umbreon,RU,Dark,-,bulky_pivot;cleric;defensive_pivot;special_wall;status_spreader;support,95,65,110,60,130,65
9,Vaporeon,RU,Water,-,bulky_pivot;cleric;defensive_pivot;phazer;physical_wall;pivot;support,130,65,60,110,95,65
9,Venusaur,RU,Grass,Poison,setup_sweeper;special_attacker;speed_control;sun_setter;wallbreaker;weather_abuser,80,82,83,100,100,80
9,Vileplume,RU,Grass,Poison,bulky_pivot;defensive_pivot;physical_wall;support,75,80,85,110,90,50
9,Wo-Chien,RU,Dark,Grass,bulky_pivot;defensive_pivot;special_wall;support,85,85,100,95,135,70
9,Arcanine-Hisui,UU,Fire,Rock,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control,95,115,80,95,80,90
9,Avalugg,UU,Ice,-,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;setup_sweeper,95,117,184,44,46,28
9,Azumarill,UU,Water,Fairy,physical_attacker;speed_control,100,50,80,60,80,50
9,Barraskewda,UU,Water,-,choice_user;physical_attacker;physical_wallbreaker;pivot;priority_user;rain_setter;revenge_killer;speed_control;wallbreaker,61,123,60,60,50,136
9,Basculegion-F,UU,Water,Ghost,choice_user;revenge_killer;special_attacker;speed_control,120,92,65,100,75,78
9,Bellibolt,UU,Electric,-,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,109,64,91,103,83,45
9,Blastoise,UU,Water,-,setup_sweeper;special_attacker;speed_control,79,83,100,85,105,78
9,Blissey,UU,Normal,-,defensive_pivot;hazard_setter;lead;support,255,10,10,75,135,55
9,Chesnaught,UU,Grass,Fighting,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,88,107,122,74,75,64
9,Clodsire,UU,Poison,Ground,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader,130,75,60,45,100,20
9,Cobalion,UU,Steel,Fighting,hazard_setter;lead;pivot;status_spreader,91,90,129,90,72,108
9,Comfey,UU,Fairy,-,setup_sweeper;special_attacker;stallbreaker;support;wallbreaker,51,52,90,82,110,100
9,Conkeldurr,UU,Fighting,-,bulky_pivot;physical_attacker;priority_user;revenge_killer;setup_sweeper;special_wall;speed_control,105,140,95,55,65,45
9,Crawdaunt,UU,Water,Dark,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,63,120,85,90,55,55
9,Donphan,UU,Ground,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,90,120,120,60,60,50
9,Enamorus-Therian,UU,Fairy,Flying,choice_user;setup_sweeper;special_attacker;special_wallbreaker;speed_control;stallbreaker;support;wallbreaker,74,115,110,135,100,46
9,Excadrill,UU,Ground,Steel,defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;sand_setter;setup_sweeper;speed_control;support,110,135,60,50,65,88
9,Fezandipiti,UU,Poison,Fairy,bulky_pivot;physical_wall,88,91,82,70,125,99
9,Gardevoir,UU,Psychic,Fairy,choice_user;revenge_killer;special_attacker;speed_control;status_spreader,68,65,65,125,115,80
9,Gastrodon,UU,Water,Ground,bulky_pivot;hazard_setter;lead;special_wall,111,83,68,92,82,39
9,Gligar,UU,Ground,Flying,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;pivot;support,65,75,105,35,65,85
9,Golurk,UU,Ground,Ghost,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,89,124,80,55,80,55
9,Goodra-Hisui,UU,Steel,Dragon,special_attacker,80,100,100,110,150,60
9,Greninja,UU,Water,Dark,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,72,95,67,103,71,122
9,Grimmsnarl,UU,Dark,Fairy,bulky_pivot;lead;physical_wall;screen_setter;stallbreaker;support,95,120,65,95,75,60
9,Gyarados,UU,Water,Flying,physical_attacker;setup_sweeper;speed_control,95,125,79,60,100,81
9,Hawlucha,UU,Fighting,Flying,physical_attacker;setup_sweeper;stallbreaker;support,78,92,75,74,63,118
9,Haxorus,UU,Dragon,-,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,76,147,90,60,70,97
9,Hippowdon,UU,Ground,-,bulky_pivot;hazard_setter;lead;phazer;physical_wall;support,108,112,118,68,72,47
9,Houndstone,UU,Ghost,-,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;sand_setter;setup_sweeper;speed_control;wallbreaker,72,101,100,50,97,68
9,Hydrapple,UU,Grass,Dragon,bulky_pivot;choice_user;defensive_pivot;physical_wall;setup_sweeper;special_attacker;special_wallbreaker;speed_control;support;wallbreaker,106,80,110,120,80,44
9,Hydreigon,UU,Dark,Dragon,choice_user;pivot;revenge_killer;setup_sweeper;special_attacker;speed_control,92,105,90,125,90,98
9,Iron Jugulis,UU,Dark,Flying,special_attacker;speed_control;stallbreaker;support,94,80,86,122,80,108
9,Iron Leaves,UU,Grass,Psychic,setup_sweeper,90,130,88,70,108,104
9,Jirachi,UU,Steel,Psychic,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;special_wall;support,100,100,100,100,100,100
9,Krookodile,UU,Ground,Dark,hazard_setter;lead;physical_attacker;speed_control,95,117,80,65,70,92
9,Latios,UU,Dragon,Psychic,choice_user;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,80,90,80,130,110,110
9,Lilligant-Hisui,UU,Grass,Fighting,cleric;physical_attacker;setup_sweeper;speed_control;sun_setter;support;wallbreaker,70,105,75,50,75,105
9,Lokix,UU,Bug,Dark,choice_user;physical_attacker;physical_wallbreaker;pivot;priority_user;revenge_killer;setup_sweeper;speed_control;stallbreaker;support;wallbreaker,71,102,78,52,55,92
9,Mamoswine,UU,Ice,Ground,physical_attacker;speed_control,110,130,80,70,60,80
9,Manaphy,UU,Water,-,special_attacker,100,100,100,100,100,100
9,Mandibuzz,UU,Dark,Flying,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;special_wall;status_spreader;support,110,65,105,55,95,80
9,Metagross,UU,Steel,Psychic,choice_user;general_attacker;hazard_setter;lead;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,80,135,130,95,90,70
9,Mew,UU,Psychic,-,hazard_setter;lead;stallbreaker;status_spreader;support,100,100,100,100,100,100
9,Necrozma,UU,Psychic,-,defensive_pivot;physical_wall;setup_sweeper,97,107,101,127,89,79
9,Ninetales,UU,Fire,-,cleric;sun_setter;support;weather_setter,73,76,75,81,100,100
9,Ogerpon,UU,Grass,-,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,80,120,84,60,96,110
9,Oricorio-Pom-Pom,UU,Electric,Flying,setup_sweeper;stallbreaker;support,75,70,70,98,70,93
9,Politoed,UU,Water,-,bulky_pivot;rain_setter;special_wall;weather_setter,90,75,75,90,100,70
9,Quagsire,UU,Water,Ground,phazer;status_spreader;support,95,85,85,65,65,35
9,Reuniclus,UU,Psychic,-,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,110,65,75,125,85,30
9,Revavroom,UU,Steel,Poison,physical_attacker;setup_sweeper;speed_control,80,119,90,54,67,90
9,Rhyperior,UU,Ground,Rock,bulky_pivot;hazard_setter;lead;setup_sweeper;special_wall,115,140,130,55,55,40
9,Ribombee,UU,Bug,Fairy,hazard_setter;lead;screen_setter;support,60,55,60,95,70,124
9,Rotom-Wash,UU,Electric,Water,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader;support,50,65,107,105,107,86
9,Salamence,UU,Dragon,Flying,defensive_pivot;special_attacker;speed_control,95,135,80,110,80,100
9,Sandy Shocks,UU,Electric,Ground,hazard_setter;lead;pivot;special_attacker;speed_control,85,81,97,121,85,101
9,Scizor,UU,Bug,Steel,choice_user;physical_attacker;physical_wallbreaker;pivot;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,70,130,100,55,80,65
9,Serperior,UU,Grass,-,lead;screen_setter;status_spreader;support,75,75,95,75,95,113
9,Sinistcha,UU,Grass,Ghost,bulky_pivot;physical_wall;setup_sweeper;status_spreader,71,60,106,121,80,70
9,Skarmory,UU,Steel,Flying,bulky_pivot;hazard_setter;lead;physical_wall;special_wall,65,80,140,40,70,70
9,Skeledirge,UU,Fire,Ghost,bulky_pivot;defensive_pivot;physical_wall;special_wall;status_spreader;support,104,75,100,110,75,66
9,Slither Wing,UU,Bug,Fighting,physical_attacker;setup_sweeper;speed_control,85,135,79,85,105,81
9,Slowbro,UU,Water,Psychic,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,95,75,110,100,80,30
9,Slowking,UU,Water,Psychic,defensive_pivot;status_spreader;support,95,75,80,100,110,30
9,Talonflame,UU,Fire,Flying,pivot,78,81,71,74,69,126
9,Thundurus-Therian,UU,Electric,Flying,setup_sweeper;special_attacker;speed_control,79,105,70,145,80,101
9,Thwackey,UU,Grass,-,bulky_pivot;pivot;rain_setter;special_wall;stallbreaker;support,70,85,70,55,60,80
9,Tinkaton,UU,Fairy,Steel,bulky_pivot;hazard_setter;lead;physical_wall;special_wall;status_spreader,85,75,77,70,105,94
9,Toxapex,UU,Poison,Water,bulky_pivot;defensive_pivot;phazer;physical_wall;status_spreader;support,50,63,152,53,142,35
9,Venusaur,UU,Grass,Poison,setup_sweeper;special_attacker;speed_control;sun_setter;wallbreaker;weather_abuser,80,82,83,100,100,80
9,Volcanion,UU,Fire,Water,special_attacker;trapper,80,110,120,130,90,70
9,Weavile,UU,Dark,Ice,physical_attacker;setup_sweeper;speed_control,70,120,65,45,85,125
9,Zapdos-Galar,UU,Fighting,Flying,choice_user;physical_attacker;pivot;revenge_killer;speed_control,90,125,90,85,90,100
9,Zarude-Dada,UU,Dark,Grass,choice_user;physical_attacker;pivot;revenge_killer;setup_sweeper;speed_control,105,120,105,70,95,105
9,Zoroark-Hisui,UU,Normal,Ghost,pivot;setup_sweeper;special_attacker;speed_control,55,100,60,125,60,110
9,Alomomola,Ubers,Water,-,bulky_pivot;defensive_pivot;lead;physical_wall;screen_setter;support;trapper,165,75,80,40,45,65
9,Annihilape,Ubers,Fighting,Ghost,bulky_pivot;defensive_pivot;setup_sweeper;special_wall;stallbreaker;support,110,115,80,50,90,90
9,Arceus,Ubers,Normal,-,bulky_pivot;phazer;physical_attacker;physical_wall;priority_user;revenge_killer;setup_sweeper;stallbreaker;status_spreader;support,120,120,120,120,120,120
9,Baxcalibur,Ubers,Dragon,Ice,physical_attacker;setup_sweeper;speed_control,115,145,92,75,86,87
9,Blissey,Ubers,Normal,-,defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,255,10,10,75,135,55
9,Calyrex-Ice,Ubers,Psychic,Ice,physical_attacker;setup_sweeper;support;trick_room_setter,100,165,150,85,130,50
9,Chi-Yu,Ubers,Dark,Fire,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,55,80,80,135,120,100
9,Chien-Pao,Ubers,Dark,Ice,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,80,120,80,90,65,135
9,Clodsire,Ubers,Poison,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader,130,75,60,45,100,20
9,Corviknight,Ubers,Flying,Steel,bulky_pivot;defensive_pivot;physical_wall;pivot;special_wall;support,98,87,105,53,85,67
9,Darkrai,Ubers,Dark,-,choice_user;revenge_killer;setup_sweeper;special_attacker;speed_control;wallbreaker,70,90,90,135,90,125
9,Deoxys-Attack,Ubers,Psychic,-,hazard_setter;lead;special_attacker;speed_control;wallbreaker,50,180,20,180,20,150
9,Deoxys-Speed,Ubers,Psychic,-,bulky_pivot;hazard_setter;lead;physical_wall;stallbreaker;status_spreader;support,50,95,90,95,90,180
9,Dialga,Ubers,Steel,Dragon,choice_user;revenge_killer;special_attacker;speed_control,100,120,120,150,100,90
9,Dialga-Origin,Ubers,Steel,Dragon,hazard_setter;lead;phazer;support,100,100,120,150,120,90
